"number","en_name","jp_name","skill_id","jp_skill_name","en_skill_text","leader_id","jp_leader_name","en_leader_text","jp_name_normalized","jp_skill_name_normalized","jp_leader_name_normalized"
"2261","God of the Night, Tsukuyomi Dragon","夜刻神・ツクヨミ＝ドラゴン","1514","ツキガミノカイナ","Randomly spawn 4 Dark & Heart orbs from non Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.","2087","桂月の常闇","Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. God type cards ATK x1.5, RCV x1.5.","夜刻神ﾂｸﾖﾐ=ﾄﾞﾗｺﾞﾝ","ﾂｷｶﾞﾐﾉｶｲﾅ","桂月の常闇"
"2262","Frozen Hell Demon, Indigo","凍冥魔・インディゴ","1429","フリーズロック","Randomly spawn 3 Water & Dark orbs from non Water & Dark orbs. Change Water & Dark orbs into locked orbs.","1946","峻拒の雹塊","Devil type cards ATK x3. 20% Water, Wood, Light & Dark damage reduction.","凍冥魔ｲﾝﾃﾞｲｺﾞ","ﾌﾘ-ｽﾞﾛﾂｸ","峻拒の雹塊"
"2263","Cruel Frozen Hell Demon, Indigo","刻薄の凍冥魔・インディゴ","1429","フリーズロック","Randomly spawn 3 Water & Dark orbs from non Water & Dark orbs. Change Water & Dark orbs into locked orbs.","1946","峻拒の雹塊","Devil type cards ATK x3. 20% Water, Wood, Light & Dark damage reduction.","刻薄の凍冥魔ｲﾝﾃﾞｲｺﾞ","ﾌﾘ-ｽﾞﾛﾂｸ","峻拒の雹塊"
"2264","Sanada Yukimura","真田幸村","1432","真赤の十文字槍","Change Water orbs to Fire orbs, Light orbs to Heart orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.","1957","六連銭の神紋","Attacker type cards HP x1.5. Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.","真田幸村","真赤の十文字槍","六連銭の神紋"
"2265","Fierce Warrior, Sanada Yukimura","苛烈の勇猛神・真田幸村","1432","真赤の十文字槍","Change Water orbs to Fire orbs, Light orbs to Heart orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.","1957","六連銭の神紋","Attacker type cards HP x1.5. Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.","苛烈の勇猛神真田幸村","真赤の十文字槍","六連銭の神紋"
"2266","Mori Motonari","毛利元就","1433","三矢の教え","Change all orbs to Fire & Water orbs. Reduces cooldown of other skills by 2 turns.","1956","一文字三星の神紋","Physical type cards HP x1.5. Physical attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )","毛利元就","三矢の教え","-文字三星の神紋"
"2267","Peerless Strategist, Mori Motonari","稀代の智謀神・毛利元就","1433","三矢の教え","Change all orbs to Fire & Water orbs. Reduces cooldown of other skills by 2 turns.","1956","一文字三星の神紋","Physical type cards HP x1.5. Physical attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )","稀代の智謀神毛利元就","三矢の教え","-文字三星の神紋"
"2268","Ishida Mitsunari","石田三成","1434","悲壮の刀気","Change all orbs to Wood, Dark & Heart orbs. Reduces cooldown of other skills by 2 turns.","1955","大一大万大吉の神紋","Attacker type cards HP x1.5. Attacker attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )","石田三成","悲壮の刀気","大-大万大吉の神紋"
"2269","Diligent Spy, Ishida Mitsunari","克明の諜報神・石田三成","1434","悲壮の刀気","Change all orbs to Wood, Dark & Heart orbs. Reduces cooldown of other skills by 2 turns.","1955","大一大万大吉の神紋","Attacker type cards HP x1.5. Attacker attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )","克明の諜報神石田三成","悲壮の刀気","大-大万大吉の神紋"
"227","Dragon Fruit","ドラゴンフルーツ","217","ドラゴンエンハンス","Dragon type cards ATK x2.5 for 1 turn. Delay 1 turn to all enemies.","","","","ﾄﾞﾗｺﾞﾝﾌﾙ-ﾂ","ﾄﾞﾗｺﾞﾝｴﾝﾊﾝｽ",""
"2270","Maeda Keiji","前田慶次","1435","花鳥風月の杯","Reduces cooldown of other skills by 1 turn. Reshuffle all orbs.","1954","剣梅鉢の神紋","All attribute cards ATK x3.5 when reaching 6 combos or above. ATK x1.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.","前田慶次","花鳥風月の杯","剣梅鉢の神紋"
"2271","Dashing Dandy, Maeda Keiji","絢爛の傾奇神・前田慶次","1435","花鳥風月の杯","Reduces cooldown of other skills by 1 turn. Reshuffle all orbs.","1954","剣梅鉢の神紋","All attribute cards ATK x3.5 when reaching 6 combos or above. ATK x1.5 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart.","絢爛の傾奇神前田慶次","花鳥風月の杯","剣梅鉢の神紋"
"2272","Akechi Mitsuhide","明智光秀","1436","混迷の謀略","Change Fire orbs to Dark orbs, Water orbs to Heart orbs. Enhance Dark orbs. +6% per orb, up to +180% for full board.","1953","桔梗の神紋","Devil type cards HP x1.5. Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.","明智光秀","混迷の謀略","桔梗の神紋"
"2273","Deliberate Rebel, Akechi Mitsuhide","深慮の謀略神・明智光秀","1436","混迷の謀略","Change Fire orbs to Dark orbs, Water orbs to Heart orbs. Enhance Dark orbs. +6% per orb, up to +180% for full board.","1953","桔梗の神紋","Devil type cards HP x1.5. Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.","深慮の謀略神明智光秀","混迷の謀略","桔梗の神紋"
"2274","Balancile Another Card","バランシール アナザー カード","1451","天地創造","Randomly spawn 3 Light & Dark orbs from non Light & Dark orbs. Reduces cooldown of other skills by 1 turn.","","","","ﾊﾞﾗﾝｼ-ﾙｱﾅｻﾞ-ｶ-ﾄﾞ","天地創造",""
"2275","Polaris Card","ポラリス カード","1452","鎧羅族の王","Physical type cards ATK x2 for 1 turn. Delay 1 turn to all enemies.","","","","ﾎﾟﾗﾘｽｶ-ﾄﾞ","鎧羅族の王",""
"2276","Frost Dragon Emperor, Ilsix","霜龍帝・イルシックス","1453","フリージングゾーン","Randomly spawn 5 Water & Heart orbs from non Water & Heart orbs. Change Water & Heart orbs into locked orbs.","1971","断氷の龍帝力","ATK x2.5 when simultaneously clearing 5 connected Water orbs. All attribute cards ATK x2 when reaching Heart & Heart combos.","霜龍帝ｲﾙｼﾂｸｽ","ﾌﾘ-ｼﾞﾝｸﾞｿﾞ-ﾝ","断氷の龍帝力"
"2277","Barbed Frost Dragon Emperor, Ilsix","紫棘の霜龍帝・イルシックス","1453","フリージングゾーン","Randomly spawn 5 Water & Heart orbs from non Water & Heart orbs. Change Water & Heart orbs into locked orbs.","1971","断氷の龍帝力","ATK x2.5 when simultaneously clearing 5 connected Water orbs. All attribute cards ATK x2 when reaching Heart & Heart combos.","紫棘の霜龍帝ｲﾙｼﾂｸｽ","ﾌﾘ-ｼﾞﾝｸﾞｿﾞ-ﾝ","断氷の龍帝力"
"2278","Art Goddess of Entertainment, Ame no Uzume","笑覧の芸女神・アメノウズメ","231","癒しの鼓舞","All attribute cards RCV x1.5 for 4 turns. Bind recovery for 4 turns.","280","天尊の舞踏","Fire attribute cards ATK x3.5 when HP is greater than 80%.","笑覧の芸女神ｱﾒﾉｳｽﾞﾒ","癒しの鼓舞","天尊の舞踏"
"2279","Vigorous Hunt Gods, Umisachi & Yamasachi","賦活の漁猟神・ウミサチヤマサチ","232","山海の秘儀","Change Fire orbs to Water orbs, Heart orbs to Wood orbs.","2145","山海の神宝","ATK x5 when attacking with Water, Wood, Light & Dark orb types at the same time. God attribute cards ATK x1.2 on the turn a skill is used. ( Multiple skills will not stack )","賦活の漁猟神ｳﾐｻﾁﾔﾏｻﾁ","山海の秘儀","山海の神宝"
"228","Mastering","マスターリング","66","ドロップリフレッシュ","Reshuffle all orbs.","102","ハイラッキー","Physical type cards HP x2.5.","ﾏｽﾀ-ﾘﾝｸﾞ","ﾄﾞﾛﾂﾌﾟﾘﾌﾚﾂｼﾕ","ﾊｲﾗﾂｷ-"
"2280","Miko Goddess of Protection, Kushinadahime","庇護の巫女神・クシナダヒメ","233","聡明なる神護","75% damage reduction for 1 turn.","2148","撫子の決心","ATK x1.5 at 3 combos. ATK x0.5 for each additional combo, up to ATK x10 at 20 combos. God attribute cards ATK x1.2 on the turn a skill is used. ( Multiple skills will not stack )","庇護の巫女神ｸｼﾅﾀﾞﾋﾒ","聡明なる神護","撫子の決心"
"2281","Creator God of Twin Skies, Izanagi","双天の皇祖神・イザナギ","234","創造の息吹","Inflict damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense. God type cards ATK x2 for 1 turn.","283","現世の神効","God type cards ATK x3.5 when HP is greater than 80%.","双天の皇祖神ｲｻﾞﾅｷﾞ","創造の息吹","現世の神効"
"2282","Placating Founder, Okuninushi","鎮撫の国造神・オオクニヌシ","235","国建の妙技","Delay 1 turn to all enemies. Dark attribute ATK x1.5 for 1 turn.","284","結縁の神気","All attribute cards ATK x4 when reaching 6 combos or above.","鎮撫の国造神ｵｵｸﾆﾇｼ","国建の妙技","結縁の神気"
"2283","Paradise Celeb, Hera-Is","楽園のセレブ・ヘラ・イース","995","フリージンググラビティ","Reduce 10% of all enemies' HP. Ignore enemy element and defense. Enhance Water orbs. +6% per orb, up to +180% for full board.","1994","私のそばなら涼しいよ","Water attribute & Devil type cards ATK x2.5.","楽園のｾﾚﾌﾞﾍﾗｲ-ｽ","ﾌﾘ-ｼﾞﾝｸﾞｸﾞﾗﾋﾞﾃｲ","私のそばなら涼しいよ"
"2284","Shaved Ice Specialist, Frost Demon","夏氷の名人・フロストデーモン","1462","継海召龍陣・水木","Change all orbs to Water & Wood orbs. Reduces cooldown of other skills by 2 turns.","1995","凍らせてやろうか？","Devil type cards ATK x2.","夏氷の名人ﾌﾛｽﾄﾃﾞ-ﾓﾝ","継海召龍陣水木","凍らせてやろうか?"
"2285","Beach Café Waitress, High Water Ninja","浜茶屋の娘・水の上忍","820","グラビティルーム","Reduce 10% of all enemies' HP. Ignore enemy element and defense. Change Jammer & Poison orbs to Heart orbs.","1996","御館様には内緒よ","Healer type cards HP x1.5, ATK x1.5.","浜茶屋の娘水の上忍","ｸﾞﾗﾋﾞﾃｲﾙ-ﾑ","御館様には内緒よ"
"2286","Incognito Queen, Awilda","お忍びの王女・アルビダ","267","蒼海龍の砲撃","Inflict Water damage equal to ATK x20 to 1 enemy. Affected by enemy element and defense. 30% damage reduction for 1 turn.","1997","この海は私のものですわ","Dragon type cards HP x1.2, ATK x1.2, RCV x1.2. Water attribute cards ATK x2.5 when HP is greater than 50%.","お忍びの王女ｱﾙﾋﾞﾀﾞ","蒼海龍の砲撃","この海は私のものですわ"
"2287","Paradise Jade Dragon Caller, Sonia","楽園の緑龍喚士・ソニア","1462","継海召龍陣・水木","Change all orbs to Water & Wood orbs. Reduces cooldown of other skills by 2 turns.","1998","私と海に出ないか？","Dragon & Attacker type cards ATK x2.5, RCV x2.5. All attribute cards ATK x1.2 when reaching 6 combos or above.","楽園の緑龍喚士ｿﾆｱ","継海召龍陣水木","私と海に出ないか?"
"2288","Resting Norn, Urd","休息の時女神・ウルド","971","時空調律陣・火水","Change all orbs to Fire, Water & Heart orbs.","1999","もう、少し休んだら？","Water attribute cards ATK x3 when HP is less than 50% ( Water attribute cards ATK x3.3 when HP is full. Water attribute cards ATK x3.15 when HP is greater than 50%. ). Fire attribute cards HP x1.35, RCV x1.35.","休息の時女神ｳﾙﾄﾞ","時空調律陣火水","もう､少し休んだら?"
"2289","Paradise Norn, Urd","楽園の時女神・ウルド","971","時空調律陣・火水","Change all orbs to Fire, Water & Heart orbs.","1999","もう、少し休んだら？","Water attribute cards ATK x3 when HP is less than 50% ( Water attribute cards ATK x3.3 when HP is full. Water attribute cards ATK x3.15 when HP is greater than 50%. ). Fire attribute cards HP x1.35, RCV x1.35.","楽園の時女神ｳﾙﾄﾞ","時空調律陣火水","もう､少し休んだら?"
"229","Phoenix Knight Homura","フェニックスナイト・ホムラ","56","ドロップ変化・火","Change Water orbs to Fire orbs.","67","不死鳥の加護","Balanced type cards RCV x2.5.","ﾌｴﾆﾂｸｽﾅｲﾄﾎﾑﾗ","ﾄﾞﾛﾂﾌﾟ変化火","不死鳥の加護"
"2290","Snow-White Beauty, Valkyrie Claire","雪白の美姫・ヴァルキリークレール","28","攻撃態勢・闇","Change Heart orbs to Dark orbs.","2000","スイカ割りって楽しいわ","Dark attribute cards HP x1.5. Devil type cards ATK x3.","雪白の美姫ｳﾞｱﾙｷﾘ-ｸﾚ-ﾙ","攻撃態勢闇","ｽｲｶ割りって楽しいわ"
"2291","Summery Tourist, Chester","夏色の旅行者・チェスター","820","グラビティルーム","Reduce 10% of all enemies' HP. Ignore enemy element and defense. Change Jammer & Poison orbs to Heart orbs.","2001","夏休みとはいいものですね","Water attribute cards ATK x2.5. 25% Water damage reduction.","夏色の旅行者ﾁｴｽﾀ-","ｸﾞﾗﾋﾞﾃｲﾙ-ﾑ","夏休みとはいいものですね"
"2292","Bleak Night Daughter, Pandora","冥夜の令嬢・パンドラ","351","秘密の箱","Change Wood orbs to Dark orbs, Light orbs to Heart orbs. Enhance Heart orbs. +6% per orb.","2002","海…嬉しい…","ATK x2 when simultaneously clearing 4 connected Water or Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.","冥夜の令嬢ﾊﾟﾝﾄﾞﾗ","秘密の箱","海嬉しい"
"2293","Red Puppeteer, Pure","赤の人形使い・ピュール","1486","エレメンタルジャマー・木","Change all enemies attributes to Wood. ( Ignores status shield )","2040","炎魂の機操術","Fire attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.","赤の人形使いﾋﾟﾕ-ﾙ","ｴﾚﾒﾝﾀﾙｼﾞﾔﾏ-木","炎魂の機操術"
"2294","Red Puppet Master of Destruction, Pure Machina","破壊の赤機操士・ピュール＝マキナ","1486","エレメンタルジャマー・木","Change all enemies attributes to Wood. ( Ignores status shield )","2040","炎魂の機操術","Fire attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.","破壊の赤機操士ﾋﾟﾕ-ﾙ=ﾏｷﾅ","ｴﾚﾒﾝﾀﾙｼﾞﾔﾏ-木","炎魂の機操術"
"2295","Blue Puppeteer, Charité","青の人形使い・シャリテ","1487","エレメンタルジャマー・火","Change all enemies attributes to Fire. ( Ignores status shield )","2041","水魂の機操術","Water attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.","青の人形使いｼﾔﾘﾃ","ｴﾚﾒﾝﾀﾙｼﾞﾔﾏ-火","水魂の機操術"
"2296","Blue Puppet Master of Rebirth, Charité Machina","再生の青機操士・シャリテ＝マキナ","1487","エレメンタルジャマー・火","Change all enemies attributes to Fire. ( Ignores status shield )","2041","水魂の機操術","Water attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.","再生の青機操士ｼﾔﾘﾃ=ﾏｷﾅ","ｴﾚﾒﾝﾀﾙｼﾞﾔﾏ-火","水魂の機操術"
"2297","Green Puppeteer, Courage","緑の人形使い・クラジュ","1488","エレメンタルジャマー・水","Change all enemies attributes to Water. ( Ignores status shield )","2042","風魂の機操術","Wood attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.","緑の人形使いｸﾗｼﾞﾕ","ｴﾚﾒﾝﾀﾙｼﾞﾔﾏ-水","風魂の機操術"
"2298","Green Puppet Master of Creation, Courage Machina","創造の緑機操士・クラジュ＝マキナ","1488","エレメンタルジャマー・水","Change all enemies attributes to Water. ( Ignores status shield )","2042","風魂の機操術","Wood attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.","創造の緑機操士ｸﾗｼﾞﾕ=ﾏｷﾅ","ｴﾚﾒﾝﾀﾙｼﾞﾔﾏ-水","風魂の機操術"
"2299","Fire PreDRA","ホノぷれドラ","209","クイックキュアー","Recover RCV x8 HP. Bind recovery for 3 turns.","2035","ポイント還元・極少","Sells for 500 Monster Points.","ﾎﾉぷれﾄﾞﾗ","ｸｲﾂｸｷﾕｱ-","ﾎﾟｲﾝﾄ還元極少"
"23","Volcano Dragon","ボルケーノドラゴン","44","ファイアボール","Deal 3000 Fire damage to all enemies. Affected by enemy element and defense.","46","火の守り","30% Fire damage reduction.","ﾎﾞﾙｹ-ﾉﾄﾞﾗｺﾞﾝ","ﾌｱｲｱﾎﾞ-ﾙ","火の守り"
"230","Fenrir Knight Kamui","フェンリルナイト・カムイ","53","ドロップ変化・水","Change Wood orbs to Water orbs.","96","神狼の咆哮","Balanced type cards ATK x2.5.","ﾌｴﾝﾘﾙﾅｲﾄｶﾑｲ","ﾄﾞﾛﾂﾌﾟ変化水","神狼の咆哮"
"2300","Water PreDRA","ミズぷれドラ","1568","アビスダークリング","Change all orbs to Water, Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.","2035","ポイント還元・極少","Sells for 500 Monster Points.","ﾐｽﾞぷれﾄﾞﾗ","ｱﾋﾞｽﾀﾞ-ｸﾘﾝｸﾞ","ﾎﾟｲﾝﾄ還元極少"
"2301","Wood PreDRA","モクぷれドラ","1667","ストームライトリング","Change all orbs to Wood, Light & Heart orbs. Reduces cooldown of other skills by 1 turn.","2035","ポイント還元・極少","Sells for 500 Monster Points.","ﾓｸぷれﾄﾞﾗ","ｽﾄ-ﾑﾗｲﾄﾘﾝｸﾞ","ﾎﾟｲﾝﾄ還元極少"
"2302","Light PreDRA","ヒカぷれドラ","1140","グリモワールスフィア","Change all orbs to Fire & Light orbs.","2035","ポイント還元・極少","Sells for 500 Monster Points.","ﾋｶぷれﾄﾞﾗ","ｸﾞﾘﾓﾜ-ﾙｽﾌｲｱ","ﾎﾟｲﾝﾄ還元極少"
"2303","Dark PreDRA","ヤミぷれドラ","1141","カオティックコール","Change all orbs to Fire, Wood & Dark orbs.","2035","ポイント還元・極少","Sells for 500 Monster Points.","ﾔﾐぷれﾄﾞﾗ","ｶｵﾃｲﾂｸｺ-ﾙ","ﾎﾟｲﾝﾄ還元極少"
"2304","Red Cap","レッドキャップ","","","","2","火の力","Fire attribute cards ATK x1.5.","ﾚﾂﾄﾞｷﾔﾂﾌﾟ","","火の力"
"2305","Red-Eyed Ghost, Red Cap","赤目の幽鬼・レッドキャップ","1060","癒しの聖歌","Change Light orbs to Heart orbs.","2","火の力","Fire attribute cards ATK x1.5.","赤目の幽鬼ﾚﾂﾄﾞｷﾔﾂﾌﾟ","癒しの聖歌","火の力"
"2306","Kappa","河童","","","","5","水の力","Water attribute cards ATK x1.5.","河童","","水の力"
"2307","Divine Water Messenger, Kappa","水皿の神使・河童","1061","神水の聖歌","Change all orbs to Water, Wood & Light & Dark orbs. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.","5","水の力","Water attribute cards ATK x1.5.","水皿の神使河童","神水の聖歌","水の力"
"2308","Furi","風狸","","","","7","木の力","Wood attribute cards ATK x1.5.","風狸","","木の力"
"2309","Leopard-Spotted Mystery, Furi","豹紋の妖異・風狸","1062","超力の聖歌","Randomly spawn 3 Wood & Dark orbs from non Wood & Dark orbs.","7","木の力","Wood attribute cards ATK x1.5.","豹紋の妖異風狸","超力の聖歌","木の力"
"231","Ancient Dragon Knight","エンシェントドラゴンナイト","77","ドロップ変化・木","Change Fire orbs to Wood orbs.","77","龍騎士の怒り","Dragon type cards ATK x2.5.","ｴﾝｼｴﾝﾄﾄﾞﾗｺﾞﾝﾅｲﾄ","ﾄﾞﾛﾂﾌﾟ変化木","龍騎士の怒り"
"2310","Zlatorog","ズラトロク","","","","9","光の力","Light attribute cards ATK x1.5.","ｽﾞﾗﾄﾛｸ","","光の力"
"2311","Gleaming Horned Protector Beast, Zlatorog","煌角の番獣・ズラトロク","1063","光導の聖歌","Randomly spawn 4 Light orbs from non Light orbs.","9","光の力","Light attribute cards ATK x1.5.","煌角の番獣ｽﾞﾗﾄﾛｸ","光導の聖歌","光の力"
"2312","Cath Palug","キャスパリーグ","","","","50","闇の力","Dark attribute cards ATK x1.5.","ｷﾔｽﾊﾟﾘ-ｸﾞ","","闇の力"
"2313","Demon-Clawed Monster Cat, Cath Palug","魔爪の怪猫・キャスパリーグ","1064","討魔の聖歌","Change all orbs to Fire, Water & Wood & Dark orbs. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.","50","闇の力","Dark attribute cards ATK x1.5.","魔爪の怪猫ｷﾔｽﾊﾟﾘ-ｸﾞ","討魔の聖歌","闇の力"
"2314","awoken dancing queen hera-ur","覚醒・ミニへらうるず↑↑","752","ウルズ↑↑フィーバー☆","Reduce 10% of all enemies' HP. Ignore enemy element and defense. Enhance Fire orbs. +6% per orb, up to +180% for full board.","2003","じょうねつ☆へらちゅーん","Devil type cards HP x1.2, ATK x3, RCV x1.2.","覚醒ﾐﾆへらうるず￪￪","ｳﾙｽﾞ￪￪ﾌｲ-ﾊﾞ-☆","じょうねつ☆へらちゅ-ん"
"2315","divine queen hera","神王妃・ミニへら","90","ギガグラビティ","Reduce 30% of all enemies' HP. Ignore enemy element and defense.","2004","しんおうひのといき","God type cards RCV x1.5. Devil type cards ATK x3.5 when HP is greater than 50%.","神王妃ﾐﾆへら","ｷﾞｶﾞｸﾞﾗﾋﾞﾃｲ","しんおうひのといき"
"2316","arbiter of judgement, metatron","神罰の審理者・ミニめたとろん","909","滅魔の息吹","Enhance Dark orbs. +6% per orb, up to +180% for full board. 35% damage reduction for 1 turn.","2005","しんりしゃのしげん","Dark attribute cards HP x1.35. God & Attacker type cards ATK x4 when HP is less than 80%.","神罰の審理者ﾐﾆめたとろん","滅魔の息吹","しんりしゃのしげん"
"2317","marvelous red dragon caller, sonia","絶世の紅龍喚士・ミニそにあ","265","継界召龍陣・火闇","Change all orbs to Fire & Dark orbs.","2018","まりゅうぞくのしんずい","Devil type cards ATK x2.5, RCV x2.5. All attribute cards ATK x1.2 when reaching 6 combos or above.","絶世の紅龍喚士ﾐﾆそにあ","継界召龍陣火闇","まりゅうぞくのしんずい"
"2318","Bronzed Beauty, Valkyrie Claire","琥珀の美姫・ヴァルキリークレール","28","攻撃態勢・闇","Change Heart orbs to Dark orbs.","2000","スイカ割りって楽しいわ","Dark attribute cards HP x1.5. Devil type cards ATK x3.","琥珀の美姫ｳﾞｱﾙｷﾘ-ｸﾚ-ﾙ","攻撃態勢闇","ｽｲｶ割りって楽しいわ"
"2319","Jord","ヨルズ","1465","アースライトインパクト","Change Dark orbs to Wood orbs, Fire orbs to Light orbs. Change Wood & Light orbs into locked orbs.","2021","イザヴェルの神域","God type cards ATK x3. All attribute cards ATK x1.2, RCV x1.2 when <a href=""monster.asp?n=1423"">Shining Lance Wielder, Odin</a> in the same team.","ﾖﾙｽﾞ","ｱ-ｽﾗｲﾄｲﾝﾊﾟｸﾄ","ｲｻﾞｳﾞｴﾙの神域"
"232","Verche, the Knight of the Sky","天空の騎士・ヴァーチェ","38","ドロップ変化・光","Change Dark orbs to Light orbs.","49","神への祈り","God type cards ATK x2.","天空の騎士ｳﾞｱ-ﾁｴ","ﾄﾞﾛﾂﾌﾟ変化光","神への祈り"
"2320","Awoken Jord","覚醒ヨルズ","1465","アースライトインパクト","Change Dark orbs to Wood orbs, Fire orbs to Light orbs. Change Wood & Light orbs into locked orbs.","2021","イザヴェルの神域","God type cards ATK x3. All attribute cards ATK x1.2, RCV x1.2 when <a href=""monster.asp?n=1423"">Shining Lance Wielder, Odin</a> in the same team.","覚醒ﾖﾙｽﾞ","ｱ-ｽﾗｲﾄｲﾝﾊﾟｸﾄ","ｲｻﾞｳﾞｴﾙの神域"
"2321","divine law goddess, valkyrie rose","神命姫神・ミニばるきりーろーず","12","攻撃態勢・光","Change Heart orbs to Light orbs.","2022","いのせんとぶれいぶ","Healer & God type cards ATK x3.","神命姫神ﾐﾆばるきり-ろ-ず","攻撃態勢光","いのせんとぶれいぶ"
"2322","Awoken Viper Orochi","覚醒ヤマタノオロチ","1466","八相の暴圧","Delay 4 turns to all enemies.","2023","八界の神魂","ATK x2 at 4 combos. ATK x0.5 for each additional combo, up to ATK x4 at 8 combos. While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.","覚醒ﾔﾏﾀﾉｵﾛﾁ","八相の暴圧","八界の神魂"
"2323","Awoken Susano no Mikoto","覚醒スサノオノミコト","1467","灼嵐の剛壁","50% damage reduction for 3 turns. Reduces cooldown of other skills by 1 turn.","2024","討滅の神念","All attribute cards ATK x3 when reaching Wood & Wood combos. 20% all damage reduction.","覚醒ｽｻﾉｵﾉﾐｺﾄ","灼嵐の剛壁","討滅の神念"
"2324","Awoken Amaterasu Ohkami","覚醒アマテラスオオカミ","1489","神座の光明","Recover 40% of max HP. Bind recovery for 4 turns. Reduces cooldown of other skills by 1 turn.","2043","日天の神癒","Healer attribute cards ATK x4 when HP is full. Healer attribute cards ATK x3 when HP is less than 99%. Heal RCV x10 as HP after every orbs elimination.","覚醒ｱﾏﾃﾗｽｵｵｶﾐ","神座の光明","日天の神癒"
"2325","Awoken Tsukuyomi","覚醒ツクヨミ","1490","煌月の世界","Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb. Increases time limit of orb movement by 5 seconds for 1 turn.","2044","鬼刻の神撃","Matched attribute ATK x3 when matching exactly 5 connected orbs with at least 1 enhanced orb. ATK x2 at 6 combos. ATK x0.5 for each additional combo, up to ATK x2.5 at 7 combos.","覚醒ﾂｸﾖﾐ","煌月の世界","鬼刻の神撃"
"2326","Shinji&Eva Unit-01, First Awoken Form","シンジ＆初号機・第1覚醒形態","197","逃げちゃダメだ","Change Wood orbs to Water orbs, Heart orbs to Dark orbs.","230","NERV仕様","Attacker type cards HP x1.5, ATK x1.5, RCV x1.5.","ｼﾝｼﾞ&初号機第1覚醒形態","逃げちゃﾀﾞﾒだ","NERV仕様"
"2327","Rei&Eva Unit-00, Core Fusion","レイ＆零号機・コア融合","199","私が守るもの","50% damage reduction for 2 turns.","232","改装仕様","Attacker type cards HP x2, RCV x2.","ﾚｲ&零号機ｺｱ融合","私が守るもの","改装仕様"
"2328","Misato&AAA Wunder, Main Battery Gunfire","ミサト＆AAAヴンダー・主砲斉射","322","全艦、緊急発進！","Change Dark & Heart orbs to Fire orbs. Reduces cooldown of other skills by 1 turn.","586","希望の船","Attacker & Machine type cards ATK x2.5, RCV x2.","ﾐｻﾄ&AAAｳﾞﾝﾀﾞ-主砲斉射","全艦､緊急発進","希望の船"
"2329","Eva Unit-01 TAMADRA","初号機たまドラ","197","逃げちゃダメだ","Change Wood orbs to Water orbs, Heart orbs to Dark orbs.","","","","初号機たまﾄﾞﾗ","逃げちゃﾀﾞﾒだ",""
"233","Chaos Dragon Knight","カオスドラゴンナイト","21","ドロップ変化・闇","Change Light orbs to Dark orbs.","24","龍騎士の誓い","Dragon type cards HP x2.","ｶｵｽﾄﾞﾗｺﾞﾝﾅｲﾄ","ﾄﾞﾛﾂﾌﾟ変化闇","龍騎士の誓い"
"2330","Eva Unit-02 TAMADRA","2号機たまドラ","196","あんたバカぁ？","Give 5 seconds to move orbs without triggering matches.","","","","2号機たまﾄﾞﾗ","あんたﾊﾞｶぁ?",""
"2331","Eva Unit-13 TAMADRA","13号機たまドラ","201","時が満ちた…","Deal 300000 Water damage to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Attacker & Machine type cards ATK x2.5 for 1 turn.","","","","13号機たまﾄﾞﾗ","時が満ちた",""
"2332","Misato TAMADRA","ミサトたまドラ","322","全艦、緊急発進！","Change Dark & Heart orbs to Fire orbs. Reduces cooldown of other skills by 1 turn.","","","","ﾐｻﾄたまﾄﾞﾗ","全艦､緊急発進",""
